"No.","Time","Source","Destination","Protocol","Length","Info"
"13872","2017-07-31 12:54:50.862780","10.8.113.245","10.8.227.69","TCP","54","443  >  58747 [FIN, ACK] Seq=2425 Ack=902 Win=66048 Len=0"
"13873","2017-07-31 12:54:50.862844","10.8.227.69","10.8.113.245","TCP","54","58747  >  443 [ACK] Seq=902 Ack=2426 Win=65280 Len=0"
"13874","2017-07-31 12:54:50.866446","10.8.227.69","10.8.113.245","TCP","66","58749  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13875","2017-07-31 12:54:50.869913","10.8.113.245","10.8.227.69","TCP","66","443  >  58749 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13876","2017-07-31 12:54:50.870050","10.8.227.69","10.8.113.245","TCP","54","58749  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13877","2017-07-31 12:54:50.872710","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13878","2017-07-31 12:54:50.873612","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"13879","2017-07-31 12:54:50.884361","10.8.135.56","10.8.227.69","TLSv1.2","1055","Application Data"
"13880","2017-07-31 12:54:50.885107","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"13881","2017-07-31 12:54:50.887080","10.8.227.69","10.8.135.56","TCP","54","58748  >  443 [FIN, ACK] Seq=900 Ack=2358 Win=66304 Len=0"
"13882","2017-07-31 12:54:50.893319","10.8.227.69","10.8.135.56","TCP","66","58750  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13883","2017-07-31 12:54:50.894420","10.8.135.56","10.8.227.69","TCP","54","443  >  58748 [FIN, ACK] Seq=2358 Ack=901 Win=66048 Len=0"
"13884","2017-07-31 12:54:50.894485","10.8.227.69","10.8.135.56","TCP","54","58748  >  443 [ACK] Seq=901 Ack=2359 Win=66304 Len=0"
"13885","2017-07-31 12:54:50.896918","10.8.135.56","10.8.227.69","TCP","66","443  >  58750 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13886","2017-07-31 12:54:50.897060","10.8.227.69","10.8.135.56","TCP","54","58750  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13887","2017-07-31 12:54:50.912229","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"13888","2017-07-31 12:54:50.938088","10.8.113.245","10.8.227.69","TCP","54","443  >  58749 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"13889","2017-07-31 12:54:50.940824","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13890","2017-07-31 12:54:50.949113","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13891","2017-07-31 12:54:50.961408","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13892","2017-07-31 12:54:50.962313","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"13893","2017-07-31 12:54:50.968516","10.8.113.245","10.8.227.69","TLSv1.2","1055","Application Data"
"13894","2017-07-31 12:54:50.971425","10.8.227.69","10.8.113.245","TCP","54","58749  >  443 [FIN, ACK] Seq=901 Ack=2429 Win=65280 Len=0"
"13895","2017-07-31 12:54:50.974018","10.8.113.245","10.8.227.69","TCP","54","443  >  58749 [FIN, ACK] Seq=2429 Ack=902 Win=66048 Len=0"
"13896","2017-07-31 12:54:50.974084","10.8.227.69","10.8.113.245","TCP","54","58749  >  443 [ACK] Seq=902 Ack=2430 Win=65280 Len=0"
"13897","2017-07-31 12:54:50.975099","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13898","2017-07-31 12:54:50.977781","10.8.227.69","10.8.113.245","TCP","66","58751  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13899","2017-07-31 12:54:50.980402","10.8.113.245","10.8.227.69","TCP","66","443  >  58751 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13900","2017-07-31 12:54:50.980506","10.8.227.69","10.8.113.245","TCP","54","58751  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13901","2017-07-31 12:54:50.982940","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13902","2017-07-31 12:54:50.995775","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"13903","2017-07-31 12:54:50.996359","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13904","2017-07-31 12:54:50.997343","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"13905","2017-07-31 12:54:51.003507","10.8.135.56","10.8.227.69","TLSv1.2","1048","Application Data"
"13906","2017-07-31 12:54:51.006431","10.8.227.69","10.8.135.56","TCP","54","58750  >  443 [FIN, ACK] Seq=900 Ack=2351 Win=66304 Len=0"
"13907","2017-07-31 12:54:51.009556","10.8.135.56","10.8.227.69","TCP","54","443  >  58750 [FIN, ACK] Seq=2351 Ack=901 Win=66048 Len=0"
"13908","2017-07-31 12:54:51.009620","10.8.227.69","10.8.135.56","TCP","54","58750  >  443 [ACK] Seq=901 Ack=2352 Win=66304 Len=0"
"13909","2017-07-31 12:54:51.013073","10.8.227.69","10.8.135.56","TCP","66","58752  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13910","2017-07-31 12:54:51.016423","10.8.135.56","10.8.227.69","TCP","66","443  >  58752 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13911","2017-07-31 12:54:51.016561","10.8.227.69","10.8.135.56","TCP","54","58752  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13912","2017-07-31 12:54:51.031939","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"13913","2017-07-31 12:54:51.061825","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13914","2017-07-31 12:54:51.070446","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13915","2017-07-31 12:54:51.082657","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13916","2017-07-31 12:54:51.083564","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"13917","2017-07-31 12:54:51.089991","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"13918","2017-07-31 12:54:51.092896","10.8.227.69","10.8.113.245","TCP","54","58751  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"13919","2017-07-31 12:54:51.094716","10.8.135.56","10.8.227.69","TCP","54","443  >  58752 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"13920","2017-07-31 12:54:51.095037","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13921","2017-07-31 12:54:51.095745","10.8.113.245","10.8.227.69","TCP","54","443  >  58751 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"13922","2017-07-31 12:54:51.095806","10.8.227.69","10.8.113.245","TCP","54","58751  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"13923","2017-07-31 12:54:51.099392","10.8.227.69","10.8.113.245","TCP","66","58753  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13924","2017-07-31 12:54:51.101842","10.8.113.245","10.8.227.69","TCP","66","443  >  58753 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13925","2017-07-31 12:54:51.101949","10.8.227.69","10.8.113.245","TCP","54","58753  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13926","2017-07-31 12:54:51.102834","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13927","2017-07-31 12:54:51.114663","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13928","2017-07-31 12:54:51.115521","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"13929","2017-07-31 12:54:51.116786","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"13930","2017-07-31 12:54:51.122320","10.8.135.56","10.8.227.69","TLSv1.2","1049","Application Data"
"13931","2017-07-31 12:54:51.125212","10.8.227.69","10.8.135.56","TCP","54","58752  >  443 [FIN, ACK] Seq=900 Ack=2352 Win=66304 Len=0"
"13932","2017-07-31 12:54:51.127872","10.8.135.56","10.8.227.69","TCP","54","443  >  58752 [FIN, ACK] Seq=2352 Ack=901 Win=66048 Len=0"
"13933","2017-07-31 12:54:51.127953","10.8.227.69","10.8.135.56","TCP","54","58752  >  443 [ACK] Seq=901 Ack=2353 Win=66304 Len=0"
"13934","2017-07-31 12:54:51.131496","10.8.227.69","10.8.135.56","TCP","66","58754  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13935","2017-07-31 12:54:51.134146","10.8.135.56","10.8.227.69","TCP","66","443  >  58754 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13936","2017-07-31 12:54:51.134288","10.8.227.69","10.8.135.56","TCP","54","58754  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13937","2017-07-31 12:54:51.149485","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"13938","2017-07-31 12:54:51.176143","10.8.113.245","10.8.227.69","TCP","54","443  >  58753 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"13939","2017-07-31 12:54:51.176495","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13940","2017-07-31 12:54:51.184877","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13941","2017-07-31 12:54:51.197174","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13942","2017-07-31 12:54:51.198095","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"13943","2017-07-31 12:54:51.204563","10.8.113.245","10.8.227.69","TLSv1.2","1048","Application Data"
"13944","2017-07-31 12:54:51.207584","10.8.227.69","10.8.113.245","TCP","54","58753  >  443 [FIN, ACK] Seq=901 Ack=2422 Win=65280 Len=0"
"13945","2017-07-31 12:54:51.210347","10.8.113.245","10.8.227.69","TCP","54","443  >  58753 [FIN, ACK] Seq=2422 Ack=902 Win=66048 Len=0"
"13946","2017-07-31 12:54:51.210423","10.8.227.69","10.8.113.245","TCP","54","58753  >  443 [ACK] Seq=902 Ack=2423 Win=65280 Len=0"
"13947","2017-07-31 12:54:51.212029","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13948","2017-07-31 12:54:51.214233","10.8.227.69","10.8.113.245","TCP","66","58755  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13949","2017-07-31 12:54:51.216876","10.8.113.245","10.8.227.69","TCP","66","443  >  58755 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13950","2017-07-31 12:54:51.216987","10.8.227.69","10.8.113.245","TCP","54","58755  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13951","2017-07-31 12:54:51.219699","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13952","2017-07-31 12:54:51.232022","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13953","2017-07-31 12:54:51.232030","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"13954","2017-07-31 12:54:51.232840","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"13955","2017-07-31 12:54:51.238714","10.8.135.56","10.8.227.69","TLSv1.2","1048","Application Data"
"13956","2017-07-31 12:54:51.241607","10.8.227.69","10.8.135.56","TCP","54","58754  >  443 [FIN, ACK] Seq=900 Ack=2351 Win=66304 Len=0"
"13957","2017-07-31 12:54:51.247185","10.8.135.56","10.8.227.69","TCP","54","443  >  58754 [FIN, ACK] Seq=2351 Ack=901 Win=66048 Len=0"
"13958","2017-07-31 12:54:51.247249","10.8.227.69","10.8.135.56","TCP","54","58754  >  443 [ACK] Seq=901 Ack=2352 Win=66304 Len=0"
"13959","2017-07-31 12:54:51.247985","10.8.227.69","10.8.135.56","TCP","66","58756  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13960","2017-07-31 12:54:51.250875","10.8.135.56","10.8.227.69","TCP","66","443  >  58756 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13961","2017-07-31 12:54:51.251025","10.8.227.69","10.8.135.56","TCP","54","58756  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13962","2017-07-31 12:54:51.266344","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"13963","2017-07-31 12:54:51.295087","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13964","2017-07-31 12:54:51.303485","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13965","2017-07-31 12:54:51.316376","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13966","2017-07-31 12:54:51.317372","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"13967","2017-07-31 12:54:51.324183","10.8.113.245","10.8.227.69","TLSv1.2","1053","Application Data"
"13968","2017-07-31 12:54:51.327035","10.8.135.56","10.8.227.69","TCP","54","443  >  58756 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"13969","2017-07-31 12:54:51.327183","10.8.227.69","10.8.113.245","TCP","54","58755  >  443 [FIN, ACK] Seq=901 Ack=2427 Win=65280 Len=0"
"13970","2017-07-31 12:54:51.327327","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13971","2017-07-31 12:54:51.329908","10.8.113.245","10.8.227.69","TCP","54","443  >  58755 [FIN, ACK] Seq=2427 Ack=902 Win=66048 Len=0"
"13972","2017-07-31 12:54:51.329966","10.8.227.69","10.8.113.245","TCP","54","58755  >  443 [ACK] Seq=902 Ack=2428 Win=65280 Len=0"
"13973","2017-07-31 12:54:51.333857","10.8.227.69","10.8.113.245","TCP","66","58757  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13974","2017-07-31 12:54:51.335172","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13975","2017-07-31 12:54:51.337815","10.8.113.245","10.8.227.69","TCP","66","443  >  58757 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13976","2017-07-31 12:54:51.337966","10.8.227.69","10.8.113.245","TCP","54","58757  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13977","2017-07-31 12:54:51.347168","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13978","2017-07-31 12:54:51.348086","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"13979","2017-07-31 12:54:51.353116","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"13980","2017-07-31 12:54:51.354164","10.8.135.56","10.8.227.69","TLSv1.2","1049","Application Data"
"13981","2017-07-31 12:54:51.357044","10.8.227.69","10.8.135.56","TCP","54","58756  >  443 [FIN, ACK] Seq=900 Ack=2352 Win=66304 Len=0"
"13982","2017-07-31 12:54:51.360726","10.8.135.56","10.8.227.69","TCP","54","443  >  58756 [FIN, ACK] Seq=2352 Ack=901 Win=66048 Len=0"
"13983","2017-07-31 12:54:51.360788","10.8.227.69","10.8.135.56","TCP","54","58756  >  443 [ACK] Seq=901 Ack=2353 Win=66304 Len=0"
"13984","2017-07-31 12:54:51.363283","10.8.227.69","10.8.135.56","TCP","66","58758  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"13985","2017-07-31 12:54:51.369076","10.8.135.56","10.8.227.69","TCP","66","443  >  58758 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"13986","2017-07-31 12:54:51.369209","10.8.227.69","10.8.135.56","TCP","54","58758  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"13987","2017-07-31 12:54:51.384403","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"13988","2017-07-31 12:54:51.423334","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13989","2017-07-31 12:54:51.431761","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13990","2017-07-31 12:54:51.442391","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"13991","2017-07-31 12:54:51.449546","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13992","2017-07-31 12:54:51.450427","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"13993","2017-07-31 12:54:51.450518","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"13994","2017-07-31 12:54:51.456892","10.8.113.245","10.8.227.69","TLSv1.2","1048","Application Data"
"13995","2017-07-31 12:54:51.459765","10.8.227.69","10.8.113.245","TCP","54","58757  >  443 [FIN, ACK] Seq=901 Ack=2422 Win=65280 Len=0"
"13996","2017-07-31 12:54:51.462623","10.8.113.245","10.8.227.69","TCP","54","443  >  58757 [FIN, ACK] Seq=2422 Ack=902 Win=66048 Len=0"
"13997","2017-07-31 12:54:51.462711","10.8.227.69","10.8.113.245","TCP","54","58757  >  443 [ACK] Seq=902 Ack=2423 Win=65280 Len=0"
"13998","2017-07-31 12:54:51.463633","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"13999","2017-07-31 12:54:51.464510","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"14000","2017-07-31 12:54:51.465955","10.8.227.69","10.8.113.245","TCP","66","58759  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14001","2017-07-31 12:54:51.471647","10.8.113.245","10.8.227.69","TCP","66","443  >  58759 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"14002","2017-07-31 12:54:51.471649","10.8.135.56","10.8.227.69","TLSv1.2","1048","Application Data"
"14003","2017-07-31 12:54:51.471890","10.8.227.69","10.8.113.245","TCP","54","58759  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"14004","2017-07-31 12:54:51.474715","10.8.227.69","10.8.135.56","TCP","54","58758  >  443 [FIN, ACK] Seq=900 Ack=2351 Win=66304 Len=0"
"14005","2017-07-31 12:54:51.481155","10.8.227.69","10.8.135.56","TCP","66","58760  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14006","2017-07-31 12:54:51.481375","10.8.135.56","10.8.227.69","TCP","54","443  >  58758 [FIN, ACK] Seq=2351 Ack=901 Win=66048 Len=0"
"14007","2017-07-31 12:54:51.481432","10.8.227.69","10.8.135.56","TCP","54","58758  >  443 [ACK] Seq=901 Ack=2352 Win=66304 Len=0"
"14008","2017-07-31 12:54:51.486481","10.8.135.56","10.8.227.69","TCP","66","443  >  58760 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"14009","2017-07-31 12:54:51.486578","10.8.227.69","10.8.135.56","TCP","54","58760  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"14010","2017-07-31 12:54:51.487080","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"14011","2017-07-31 12:54:51.501821","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"14012","2017-07-31 12:54:51.547411","10.8.113.245","10.8.227.69","TCP","54","443  >  58759 [ACK] Seq=1 Ack=518 Win=66304 Len=0"
"14013","2017-07-31 12:54:51.547772","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"14014","2017-07-31 12:54:51.556114","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14015","2017-07-31 12:54:51.568405","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"14016","2017-07-31 12:54:51.569282","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"14017","2017-07-31 12:54:51.573004","10.8.227.69","10.8.135.56","TLSv1.2","170","Application Data"
"14018","2017-07-31 12:54:51.575282","10.8.113.245","10.8.227.69","TLSv1.2","1046","Application Data"
"14019","2017-07-31 12:54:51.578272","10.8.227.69","10.8.113.245","TCP","54","58759  >  443 [FIN, ACK] Seq=901 Ack=2420 Win=65536 Len=0"
"14020","2017-07-31 12:54:51.584725","10.8.227.69","10.8.113.245","TCP","66","58761  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14021","2017-07-31 12:54:51.585028","10.8.113.245","10.8.227.69","TCP","54","443  >  58759 [FIN, ACK] Seq=2420 Ack=902 Win=66048 Len=0"
"14022","2017-07-31 12:54:51.585029","10.8.135.56","10.8.227.69","TLSv1.2","324","Application Data"
"14023","2017-07-31 12:54:51.585086","10.8.227.69","10.8.113.245","TCP","54","58759  >  443 [ACK] Seq=902 Ack=2421 Win=65536 Len=0"
"14024","2017-07-31 12:54:51.587807","10.8.113.245","10.8.227.69","TCP","66","443  >  58761 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"14025","2017-07-31 12:54:51.587914","10.8.227.69","10.8.113.245","TCP","54","58761  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"14026","2017-07-31 12:54:51.602964","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"14027","2017-07-31 12:54:51.603269","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"14028","2017-07-31 12:54:51.611053","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14029","2017-07-31 12:54:51.623022","10.8.135.56","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"14030","2017-07-31 12:54:51.623920","10.8.227.69","10.8.135.56","TLSv1.2","310","Application Data"
"14031","2017-07-31 12:54:51.626547","10.8.227.69","10.8.135.56","TCP","54","57129  >  443 [ACK] Seq=2375 Ack=2571 Win=259 Len=0"
"14032","2017-07-31 12:54:51.630093","10.8.135.56","10.8.227.69","TLSv1.2","1047","Application Data"
"14033","2017-07-31 12:54:51.633058","10.8.227.69","10.8.135.56","TCP","54","58760  >  443 [FIN, ACK] Seq=900 Ack=2350 Win=66304 Len=0"
"14034","2017-07-31 12:54:51.635788","10.8.113.245","10.8.227.69","UDP","406","60536  >  20601 Len=364"
"14035","2017-07-31 12:54:51.636124","10.8.135.56","10.8.227.69","TCP","54","443  >  58760 [FIN, ACK] Seq=2350 Ack=901 Win=66048 Len=0"
"14036","2017-07-31 12:54:51.636185","10.8.227.69","10.8.135.56","TCP","54","58760  >  443 [ACK] Seq=901 Ack=2351 Win=66304 Len=0"
"14037","2017-07-31 12:54:51.639384","10.8.227.69","10.8.135.56","TCP","66","58762  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14038","2017-07-31 12:54:51.642132","10.8.135.56","10.8.227.69","TCP","66","443  >  58762 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"14039","2017-07-31 12:54:51.642272","10.8.227.69","10.8.135.56","TCP","54","58762  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"14040","2017-07-31 12:54:51.657312","10.8.227.69","10.8.135.56","TLSv1.2","571","Client Hello"
"14041","2017-07-31 12:54:51.657625","10.8.227.69","10.8.113.245","UDP","49","20601  >  60536 Len=7"
"14042","2017-07-31 12:54:51.662288","10.8.113.245","10.8.227.69","TLSv1.2","1430","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"14043","2017-07-31 12:54:51.670866","10.8.227.69","10.8.113.245","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"14044","2017-07-31 12:54:51.673167","10.8.227.69","10.8.135.56","UDP","366","20601  >  54965 Len=324"
"14045","2017-07-31 12:54:51.683085","10.8.113.245","10.8.227.69","TLSv1.2","105","Change Cipher Spec, Hello Request, Hello Request"
"14046","2017-07-31 12:54:51.684028","10.8.227.69","10.8.113.245","TLSv1.2","311","Application Data"
"14047","2017-07-31 12:54:51.690052","10.8.113.245","10.8.227.69","TLSv1.2","1050","Application Data"
"14048","2017-07-31 12:54:51.693026","10.8.227.69","10.8.113.245","TCP","54","58761  >  443 [FIN, ACK] Seq=901 Ack=2424 Win=65280 Len=0"
"14049","2017-07-31 12:54:51.694741","10.8.135.56","10.8.227.69","UDP","49","54965  >  20601 Len=7"
"14050","2017-07-31 12:54:51.696036","10.8.113.245","10.8.227.69","TCP","54","443  >  58761 [FIN, ACK] Seq=2424 Ack=902 Win=66048 Len=0"
"14051","2017-07-31 12:54:51.696101","10.8.227.69","10.8.113.245","TCP","54","58761  >  443 [ACK] Seq=902 Ack=2425 Win=65280 Len=0"
"14052","2017-07-31 12:54:51.699434","10.8.227.69","10.8.113.245","TCP","66","58763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"14053","2017-07-31 12:54:51.702157","10.8.113.245","10.8.227.69","TCP","66","443  >  58763 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1386 WS=256 SACK_PERM=1"
"14054","2017-07-31 12:54:51.702305","10.8.227.69","10.8.113.245","TCP","54","58763  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"14055","2017-07-31 12:54:51.710193","10.8.135.56","10.8.227.69","UDP","406","54965  >  20601 Len=364"
"14056","2017-07-31 12:54:51.714671","10.8.135.56","10.8.227.69","TLSv1.2","1359","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"14057","2017-07-31 12:54:51.717431","10.8.227.69","10.8.113.245","TLSv1.2","571","Client Hello"
"14058","2017-07-31 12:54:51.722414","10.8.227.69","10.8.135.56","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
